FOLIO ,AÑO,MES,FECHA,DIA ,HORA ,TIPO DE ACCIDENTE ,RESOLUCION,ORIGEN REPORTE,TIPO ASENTAMIENTO,NOMBRE ASENTAMIENTO,TIPO VIALIDAD,NOMBRE VIALIDAD ,GEORREFERENCIA
22270,2021,OCTUBRE,2021-10-17,DOMINGO,11:12:00,ESTRELLAMIENTO CON HUIDA,INVESTIGACIONES,C4,COLONIA,FLORIDOS BOSQUES DEL NOGALAR,CALLE,VERACRUZ Y NUEVO LEON,"25.722349,-100.271388"
19937,2021,MARZO,2021-03-25,JUEVES,09:06:00,LATERAL,FINIQUITADO,C4,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y CUAUHTEMOC,"25.759293,-100.287195"
21729,2021,JUNIO,2021-06-07,LUNES,15:53:00,CRUCERO,FINIQUITADO,911,COLONIA,CIUDAD IDEAL,CALLE,MARIO J MONTEMAYOR Y EXCLUTISMO,"25.70987,-100.247038"
25885,2021,OCTUBRE,2021-10-17,DOMINGO,12:15:00,ESTRELLAMIENTO CON ABANDONO,INVESTIGACIONES,RUTINA,COLONIA,LAGRANGE,AVENIDA,LOPEZ MATEOS Y EMILIA LAGRANGE,"25.721681,-100.262522"
19797,2021,MARZO,2021-03-25,JUEVES,13:00:00,LATERAL,FINIQUITADO,C4,COLONIA,LA FE,AVENIDA,ROMULO GARZA Y LAGO RODEO,"25.724652,-100.217808"
21417,2021,JUNIO,2021-06-07,LUNES,10:15:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,LOPEZ MATEOS Y SANTA ROSA,"25.739607,-100.239361"
22271,2021,OCTUBRE,2021-10-17,DOMINGO,12:43:00,DERRAPE,A.M.P.,911,COLONIA,FRANCISCO G SADA,CALLE,MONTES EVEREST  Y RUIZ CORTINES,"25.703395,-100.261366"
19796,2021,MARZO,2021-03-25,JUEVES,10:45:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,ROMULO G Y MIGUEL ALEMAN,"25.72448,-100.214115"
18599,2021,JUNIO,2021-06-07,LUNES,19:10:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y BARRAGAN,"25.729245,-100.316883"
25189,2021,OCTUBRE,2021-10-17,DOMINGO,16:05:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,LAS PUENTES Y POPOCATEPEC,"25.742049,-100.278203"
19814,2021,MARZO,2021-03-25,JUEVES,19:18:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,RINCON DE LAS PUENTES,AVENIDA,REPUBLICA MEXICANA Y CRISTINA LARRALDE,"25.747214,-100.282284"
22177,2021,JUNIO,2021-06-07,LUNES,21:27:00,CRUCERO,AMP,C4,RESIDENCIAL,RESIDENCIAL SAN NICOLAS,CALLE,BATALLON DE SAN BLAS Y ZACATECAS,"25.759929,-100.270623"
25225,2021,OCTUBRE,2021-10-18,LUNES,08:36:00,ALCANCE,PERITAJES,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,UNIVERSIDAD Y ZONA NTE,"25.762644,-100.294324"
20428,2021,MARZO,2021-03-25,JUEVES,15:59:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y ACAPULCO,"25.72448,-100.214115"
21960,2021,JUNIO,2021-06-07,LUNES,08:40:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SENDERO Y BARRAGAN,"25.765865,-100.305457"
25682,2021,OCTUBRE,2021-10-18,LUNES,08:36:00,ALCANCE,PERITAJES,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,UNIVERSIDAD Y ZONA NTE,"25.762644,-100.294324"
20286,2021,MARZO,2021-03-25,JUEVES,10:35:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DE ANAHUAC,AVENIDA,BARRAGAN Y TIZOC,"25.73185,-100.316119"
21595,2021,JUNIO,2021-06-08,MARTES,00:26:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,CALLE,VANADIO Y CAMINO A LAGRANGE,"25.740594,-100.239215"
23523,2021,OCTUBRE,2021-10-18,LUNES,12:20:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,PERIFERICO NORTE,AVENIDA,UNIVERSIDAD Y JUAN PABLO II,"25.74965,-100.29912"
20305,2021,MARZO,2021-03-25,JUEVES,15:38:00,CRUCERO,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL ANAHUAC,AVENIDA,BARRAGAN Y TIZOC,"25.73185,-100.316119"
21296,2021,JUNIO,2021-06-08,MARTES,08:09:00,CRUCERO,FINIQUITADO,C4,COLONIA,LAS PUENTES,AVENIDA,SIERRA  DE GUDAR Y  MAGUEYES,"25.745871,-100.263486"
24824,2021,OCTUBRE,2021-10-18,LUNES,13:40:00,DIVERSO,FINIQUITADO,911,COLONIA,CUAUHTEMOC,AVENIDA,GUERRERO Y MUNICH,"25.724791,-100.307088"
20334,2021,MARZO,2021-03-26,VIERNES,08:46:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,UNIVERSIDAD Y SENDERO,"25.767392,-100.292059"
22430,2021,JUNIO,2021-06-08,MARTES,09:55:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO Y MATAMOROS,"25.766597,-100.298297"
24521,2021,OCTUBRE,2021-10-18,LUNES,15:02:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,B REYES Y ALDAMA,"25.757775,-100.289762"
20360,2021,MARZO,2021-03-26,VIERNES,13:26:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CHAPULTEPEC,AVENIDA,UNIVERSIDAD Y SALTILLO,"25.743793,-100.301108"
21560,2021,JUNIO,2021-06-08,MARTES,10:25:00,LATERAL,FINIQUITADO,911,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GARZA Y LAS FLORES,"25.719409,-100.236062"
25289,2021,OCTUBRE,2021-10-18,LUNES,18:00:00,LATERAL,FINIQUITADO,C4,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
20404,2021,MARZO,2021-03-26,VIERNES,19:02:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,UNIVERSIDAD Y MUNICH,"25.728658,-100.301883"
21883,2021,JUNIO,2021-06-08,MARTES,10:00:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y CONDUCTORES,"25.716064,-100.250321"
24899,2021,OCTUBRE,2021-10-18,LUNES,18:53:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,MUNICH Y GUERRERO,"25.724791,-100.307088"
19961,2021,MARZO,2021-03-26,VIERNES,19:30:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,UNIVERSIDAD Y LERO DE TEJADA,"25.758607,-100.295923"
21793,2021,JUNIO,2021-06-08,MARTES,16:42:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,HACIENDA LOS ANGELES,AVENIDA,ROMULO GARZA Y LAS TORRES,"25.723968,-100.222783"
26053,2021,OCTUBRE,2021-10-18,LUNES,19:17:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO GZA Y FUNDIDORES,"25.719442,-100.239311"
20130,2021,MARZO,2021-03-26,VIERNES,21:24:00,ALCANCE,FINIQUITADO,911,COLONIA,MIGUEL ALEMAN,AVENIDA,ROMULO GARZA Y LAS TORRES,"25.723968,-100.222783"
21730,2021,JUNIO,2021-06-08,MARTES,20:14:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAS DEL VIDRIO,AVENIDA,ROMULO G Y ARBOLES,"25.720888,-100.232264"
24900,2021,OCTUBRE,2021-10-18,LUNES,20:30:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,RINCON DE ANAHUAC,AVENIDA,MANUEL L. BARRAGAN Y JUAN PABLO II  DE SUR  A NTE,"25.752522,-100.30872"
19960,2021,MARZO,2021-03-26,VIERNES,15:23:00,LATERAL,PERITAJES,C4,COLONIA,ARBOLEDAS DE SAN JORGE,AVENIDA,REPUBLICA MEXICANA Y JUAN PABLO II,"25.735581,-100.286817"
22551,2021,JUNIO,2021-06-08,MARTES,09:04:00,FRONTAL,FINIQUITADO,911,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y PUERTO TAMPICO,"25.72913,-100.211567"
25763,2021,OCTUBRE,2021-10-19,MARTES,08:28:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,INDUSTRIAL NOGALAR,AVENIDA,LOS ANGELES Y LOPEZ MATEOS,"25.70814,-100.281542"
19887,2021,MARZO,2021-03-26,VIERNES,17:41:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y REP MEX,"25.721794,-100.292232"
22552,2021,JUNIO,2021-06-08,MARTES,11:00:00,ALCANCE CON PROYECCION,FINIQUITADOS,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN Y PUERTO TAMPICO,"25.72913,-100.211567"
25194,2021,OCTUBRE,2021-10-19,MARTES,09:55:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,JORGE TREVIÑO Y JUAN PABLO II,"25.743391,-100.293008"
3949,2021,MARZO,2021-03-26,VIERNES,20:08:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,LOPEZ MATEOS Y SANTA ROSA,"25.739607,-100.239361"
22302,2021,JUNIO,2021-06-08,MARTES,09:56:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VILLAS DE SAN MIGUEL LA TALAVERAN,AVENIDA,MIGUEL ALEMAN  Y  DEL ABREVADERO,"25.718642,-100.217086"
26226,2021,OCTUBRE,2021-10-19,MARTES,11:20:00,DIVERSO,PERITAJES,RUTINA,COLONIA,CASA BELLA,AVENIDA,SENDERO Y MATAMOROS,"25.766617,-100.298296"
18948,2021,MARZO,2021-03-26,VIERNES,18:50:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y GUSTAVO A BEACKER,"25.730964,-100.308959"
18600,2021,JUNIO,2021-06-08,MARTES,13:40:00,REVERSA/17,INVESTIGACIONES,911,COLONIA,GARZA CANTU,CALLE,EULOJIO TREVIÑO Y 5AV,"25.713869,-100.296549"
25170,2021,OCTUBRE,2021-10-19,MARTES,11:22:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,VICENTE GUERRERO Y ZONA PTE,"25.75112,-100.296938"
19447,2021,MARZO,2021-03-26,VIERNES,19:15:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y GUSTAVO A BEACKER,"25.730964,-100.308959"
22009,2021,JUNIO,2021-06-09,MIÉRCOLES,15:09:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LAS PUENTES,AVENIDA,SAN NICOLAS Y C SANTA GERTRUDIS,"25.741719,-100.288787"
25074,2021,OCTUBRE,2021-10-19,MARTES,12:40:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y MUNICH,"25.728658,-100.301883"
19888,2021,MARZO,2021-03-26,VIERNES,21:03:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
21721,2021,JUNIO,2021-06-09,MIÉRCOLES,17:28:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,MATAMOROS Y COLON,"25.751449,-100.292367"
25246,2021,OCTUBRE,2021-10-19,MARTES,14:56:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,AZTECA,AVENIDA,LOPEZ MATEOS Y TIZOC,"25.720056,-100.264722"
20501,2021,MARZO,2021-03-26,VIERNES,19:09:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y BARRAGAN,"25.729245,-100.316883"
21814,2021,JUNIO,2021-06-09,MIÉRCOLES,11:47:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,MARGARITA SALAZAR,CALLE,FUNDIDORES Y ROMULO GARZA,"25.719442,-100.239311"
25779,2021,OCTUBRE,2021-10-19,MARTES,19:03:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,MIGUEL ALEMAN ROMULO GZA,"25.72448,-100.214115"
19815,2021,MARZO,2021-03-26,VIERNES,15:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DE LAS FLORES,CALLE,DEL JARDIN Y MONTES BERNESES,"25.755911,-100.2662"
22135,2021,JUNIO,2021-06-09,MIÉRCOLES,19:00:00,LATERAL,FINIQUITADO,911,COLONIA,EL MIRADOR,CALLE,DEL ZOCALO Y DE LA AURORA,"25.763705,-100.322293"
24991,2021,OCTUBRE,2021-10-19,MARTES,19:42:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,PASEO SAN NICOLAS,AVENIDA,CORDILLERA DE LOS ANDES Y ARROYO,"25.740806,-100.256861"
19816,2021,MARZO,2021-03-26,VIERNES,19:33:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,ARTURO B DE LA GARZA  Y ZONA NORTE,"25.763983,-100.288764"
21965,2021,JUNIO,2021-06-09,MIÉRCOLES,08:44:00,LATERAL,FINIQUITADSO,C4,COLONIA,EL MIRADOR,AVENIDA,DE LA AURORA Y DEL ABAD,"25.758184,-100.320515"
25410,2021,OCTUBRE,2021-10-20,MIÉRCOLES,00:49:00,ESTRELLAMIENTO,PERITAJES,RUTINA,RESIDENCIAL,LOS MORALES,CALLE,CUITLAHUAC  Y OTOMI,"25.739889,-100.247874"
19889,2021,MARZO,2021-03-27,SÁBADO,14:02:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,UNIVERSIDAD Y CASA BELLA,"25.763937,-100.294099"
21966,2021,JUNIO,2021-06-09,MIÉRCOLES,11:38:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CABECERA MUNICIPAL,CALLE,CORREGIDORA Y  PORFIRIO DIAZ,"25.754348,-100.296886"
26202,2021,OCTUBRE,2021-10-20,MIÉRCOLES,06:17:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ROBLE NORTE,AVENIDA,MANUEL L BARRAGAN Y BARTOLOME,"25.742423,-100.312169"
19534,2021,MARZO,2021-03-27,SÁBADO,14:54:00,LATERAL,FINIQUITADO,911,COLONIA,VALLE SOL,AVENIDA,SENDERO Y MORENITA MIA,"25.769002,-100.278801"
21142,2021,JUNIO,2021-06-09,MIÉRCOLES,20:38:00,LATERAL,PERITAJES,911,COLONIA,LA FE,AVENIDA,ACAPULCO Y PUERTO TUXPAN,"25.723257,-100.209352"
25389,2021,OCTUBRE,2021-10-20,MIÉRCOLES,08:50:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,MARGARITA SALAZAR,AVENIDA,LOPEZ MATEOS Y FUNDIDORES,"25.719442,-100.239311"
19798,2021,MARZO,2021-03-27,SÁBADO,11:20:00,ATROPELLO,AMP,911,COLONIA,CONST DE QUERETARO,AVENIDA,ROMULO GARZA Y RAUL MURRIETA,"25.713142,-100.258456"
21884,2021,JUNIO,2021-06-09,MIÉRCOLES,09:29:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,VALLE DEL MEZQUITAL,AVENIDA,1er AV  Y STA ROSA,"25.740713,-100.239141"
25195,2021,OCTUBRE,2021-10-20,MIÉRCOLES,08:55:00,LATERAL,FINIQUITADO,911,COLONIA,PARQUE STIVA,AVENIDA,BARRAGAN Y STIVA,"25.759346,-100.306363"
20361,2021,MARZO,2021-03-27,SÁBADO,13:18:00,LATERAL,FINIQUITADO,911,COLONIA,LA NOGALERA,AVENIDA,REPUBLICA MEXICANA Y JORGE GZZ CAMARENA,"25.761616,-100.273878"
11941,2021,JUNIO,2021-06-10,JUEVES,23:35:00,FRONTAL,FINIQUITADO,911,RESIDENCIAL,RECIDENCIAL ROBLE,AVENIDA,ZACATECAS Y CHAPALA,"25.758779,-100.271159"
26203,2021,OCTUBRE,2021-10-20,MIÉRCOLES,09:06:00,ALCANCE,PERITAJES,C4,COLONIA,NUEVO LAREDO,AVENIDA,UNIVERSIDAD Y COLON,"25.750146,-100.298721"
20111,2021,MARZO,2021-03-27,SÁBADO,19:52:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,LOS ANGELES Y UNIVERSIDAD,"25.71855,-100.310224"
22141,2021,JUNIO,2021-06-10,JUEVES,14:28:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,CENTENARIO,AVENIDA,SENDERO Y MORENITA MIA,"25.769002,-100.278801"
23964,2021,OCTUBRE,2021-10-20,MIÉRCOLES,09:10:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,HDA LOS MORALES,AVENIDA,ROMULO GARZA Y JUAN MONTEMAYOR,"25.718994,-100.242536"
20133,2021,MARZO,2021-03-27,SÁBADO,04:30:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,FUTURO NOGALAR,AVENIDA,DIEGO DIAZ Y ANAHUAC,"25.719147,-100.28171"
22037,2021,JUNIO,2021-06-10,JUEVES,19:13:00,ALCANCE,FINIQUITADO,C4,COLONIA,PASEO DE LAS PUENTES,AVENIDA,REPUBLICA MEXICANA Y CORDILLERA DE LOS ANDES,"25.741619,-100.28532"
26227,2021,OCTUBRE,2021-10-20,MIÉRCOLES,10:11:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,CALLE,GABRIELA MISTRAL Y PORFIRIO BARBA JACOB,"25.732524,-100.313341"
19938,2021,MARZO,2021-03-27,SÁBADO,09:55:00,CRUCERO,PERITAJES,C4,COLONIA,LA GLORIA,AVENIDA,JORGE TREVIÑO Y REPUBLICA MEXICANA,"25.750339,-100.278179"
21143,2021,JUNIO,2021-06-10,JUEVES,18:25:00,LATERA,FINIQUITADO,911,FRACCIONAMIENTO,LOS PINOS,CALLE,PINOS Y TORRES,"25.730778,-100.22499"
25594,2021,OCTUBRE,2021-10-20,MIÉRCOLES,13:30:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,BALCONES DE ANAHUAC,AVENIDA,SENDERO Y BARRAGAN,"25.765412,-100.305585"
19483,2021,MARZO,2021-03-27,SÁBADO,14:19:00,ALCANCE,FINIQUITADO,911,COLONIA,TORRES DE SANTO DOMINGO,CALLE,JESUS DIONICIO GZZ Y ACEROS,"25.749632,-100.240139"
22036,2021,JUNIO,2021-06-10,JUEVES,14:40:00,ESTRELLAMIENTO,PERITAJES,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,NOGALAR Y REP MEXICANA,"25.721794,-100.292232"
17144,2021,OCTUBRE,2021-10-20,MIÉRCOLES,13:56:00,LATERAL,FINIQUITADO,C4,COLONIA,VALLE SOL,AVENIDA,SENDERO Y MORENITA MIA,"25.769002,-100.278801"
19484,2021,MARZO,2021-03-27,SÁBADO,14:50:00,LATERAL,FINIQUITADO,911,COLONIA,LOS NARANJOS,CALLE,HECTOR VICTORIA Y CIPRES,"25.746143,-100.250376"
22431,2021,JUNIO,2021-06-10,JUEVES,10:46:00,ESTRELLAMENTO,FINIQUITADO,911,COLONIA,HEROES DE MEXICO,AVENIDA,MONTES BERNECES Y AGUSTIN DE ITURBIDE,"25.759853,-100.264"
25979,2021,OCTUBRE,2021-10-20,MIÉRCOLES,17:18:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,PARQUE STIVA,AVENIDA,BARRAGAN Y STIVA,"25.759346,-100.306363"
19300,2021,MARZO,2021-03-27,SÁBADO,11:20:00,LATERAL,FINIQUITADO,911,COLONIA,ROBLE NORTE,AVENIDA,FRAY BARTOLOME  Y UNIV DE CHUHUAHUA,"25.744138,-100.308616"
22328,2021,JUNIO,2021-06-10,JUEVES,09:00:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,MIGUEL ALEMAN,AVENIDA,MIGUEL ALEMAN Y LAS TORRES,"25.715089,-100.219121"
25928,2021,OCTUBRE,2021-10-20,MIÉRCOLES,19:46:00,DIVERSO /HUIDA,INVESTIGACIONES,RUTINA,COLONIA,PARQUE STIVA,AVENIDA,BARRAGAN Y LERDO DE TEJADA,"25.759318,-100.306114"
20110,2021,MARZO,2021-03-27,SÁBADO,15:51:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,FIDEL VELAZQUEZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
22169,2021,JUNIO,2021-06-10,JUEVES,23:50:00,ALCANCE,FINIQUITADO,RUTINA,RESIDENCIAL,RESIDENCIAL LAS PALMAS,AVENIDA,JUAN PABLO II Y REP MEX,"25.735533,-100.286797"
25683,2021,OCTUBRE,2021-10-21,JUEVES,07:11:00,ALCANCE/PROYECCION,FINIQUITADO,RUTINA,COLONIA,FUTURO NOGALAR,AVENIDA,NOGALAR Y LOPEZ MATEOS,"25.711209,-100.277666"
20309,2021,MARZO,2021-03-27,SÁBADO,15:10:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LOMAS DEL ROBLE,AVENIDA,ALMAZAN Y MANUEL L BARRAGAN,"25.737044,-100.314276"
21561,2021,JUNIO,2021-06-10,JUEVES,08:55:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,CIUDAD UNIVERSITARIA,AVENIDA,FIDEL VZZ Y MANUEL L. BARRAGAN,"25.729245,-100.316883"
24557,2021,OCTUBRE,2021-10-21,JUEVES,07:55:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,FUTURO NOGALAR,AVENIDA,NOGALAR Y OJO DE AGUA,"25.713923,-100.281441"
19733,2021,MARZO,2021-03-27,SÁBADO,13:18:00,ALCANCE,PERITAJES,RUTINA,COLONIA,LA FE,AVENIDA,ACAPULCO Y MIGUEL ALEMAN,"25.72448,-100.214115"
21547,2021,JUNIO,2021-06-10,JUEVES,11:50:00,LATERAL,FINIQUITADO,C4,COLONIA,BALCONES DE SANTO DOMINGO,AVENIDA,DIEGO DIAZ DE BERLANGA Y SAN FRANCICSCO,"25.740674,-100.265741"
26205,2021,OCTUBRE,2021-10-21,JUEVES,08:25:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,VALLE DE ANAHUAC,AVENIDA,ALMAZAN Y BARRAGAN,"25.737044,-100.314276"
19670,2021,MARZO,2021-03-28,DOMINGO,12:45:00,ALCANCE Y PROYECCION,FINIQUITADO,RUTINA,FRACCIONAMIENTO,FRACCIONAMIENTO VILLARREAL,AVENIDA,UNIVERSIDAD Y ZONA NTE,"25.762644,-100.294324"
22402,2021,JUNIO,2021-06-10,JUEVES,23:18:00,ESTRELLAMIENTO,FINIQUITADO,RUTINA,COLONIA,JARDINES DEL NOGALAR,CALLE,DA VINCI Y GONZALO  GARITA,"25.722291,-100.276455"
25082,2021,OCTUBRE,2021-10-21,JUEVES,09:08:00,CRUCERO,FINIQUITADO,RUTINA,COLONIA,VALLE DE ANAHUAC,AVENIDA,MANUEL L. BARRAGAN Y TIZOC,"25.73185,-100.316119"
19734,2021,MARZO,2021-03-28,DOMINGO,06:11:00,ESTRELLAMIENTO / SALIDA DEL CAMINO,PERITAJES,911,COLONIA,CORRAL DE PIEDRA,AVENIDA,ROMULO G Y JUAN PABLO II,"25.710516,-100.264117"
21722,2021,JUNIO,2021-06-10,JUEVES,16:33:00,ESTRELLAMIENTO/17,INVESTIGACIONES,RUTINA,COLONIA,CABECERA MUNICIPAL,AVENIDA,ARTURO B DE LA GARZA Y BERNARDO REYES,"25.758476,-100.286935"
25083,2021,OCTUBRE,2021-10-21,JUEVES,10:45:00,DIVERSO,FINIQUITADO,RUTINA,COLONIA,EL ROBLE,CALLE,24 DE JUNIO Y 29 DE JUNIO,"25.741946,-100.311316"
20263,2021,MARZO,2021-03-28,DOMINGO,09:26:00,ALCANCE Y PROYECCION,PERITAJES,911,COLONIA,HDA LOS MORALES,AVENIDA,ROMULO G Y JUAN MONTEMAYOR,"25.718994,-100.242536"
22630,2021,JUNIO,2021-06-11,VIERNES,19:15:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,CASA BELLA,AVENIDA,UNIVERSIDAD Y ZONA NORTE,"25.762644,-100.294324"
25483,2021,OCTUBRE,2021-10-21,JUEVES,12:40:00,LATERAL,FINIQUITADO,,COLONIA,FRANCISCO G SADA,CALLE,MONTES DOMO Y ALPES,"25.706198,-100.265867"
18470,2021,MARZO,2021-03-28,DOMINGO,10:15:00,ESTRELLAMIENTO/18,INVESTIGACIONES,RUTINA,COLONIA,FUENTES DE ANAHUAC,AVENIDA,ROBERTO ESPINOZA Y FUENTE REAL,"25.735183,-100.262647"
22137,2021,JUNIO,2021-06-11,VIERNES,17:52:00,ALCANCE,PERITAJES,RUTINA,COLONIA,CHAPULTEPEC,AVENIDA,UNIVERSIDAD Y MADERO,"25.746966,-100.299991"
25980,2021,OCTUBRE,2021-10-21,JUEVES,14:31:00,ESTRELLAMIENTO,FINIQUITADO,911,COLONIA,CHAPULTEPEC,CALLE,LINARES Y CENTRAL,"25.743593,-100.296833"
20227,2021,MARZO,2021-03-28,DOMINGO,01:27:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,PRIVAL DE ANAHUAC,AVENIDA,REP MEX  Y  JUAN PABLO II,"25.735533,-100.286797"
21419,2021,JUNIO,2021-06-11,VIERNES,12:21:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,LA FE,AVENIDA,ROMULO G Y MIGUEL ALEMAN,"25.72448,-100.214115"
24724,2021,OCTUBRE,2021-10-21,JUEVES,15:15:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,ANAHUAC,AVENIDA,FIDEL VZZ Y FRAY LUIS DE LEON,"25.730775,-100.309218"
19582,2021,MARZO,2021-03-28,DOMINGO,04:27:00,ALCANCE,FINIQUITADO,911,COLONIA,HACIENDA LAGRANGE,AVENIDA,LOPEZ MATEOS Y FUNDIDORES,"25.733371,-100.247867"
21679,2021,JUNIO,2021-06-11,VIERNES,19:15:00,ALCANCE,FINIQUITADO,RUTINA,COLONIA,HACIENDA LAS PUENTES,AVENIDA,REPUBLICA MEXICANA Y NOGALES,"25.739882,-100.28598"
26080,2021,OCTUBRE,2021-10-21,JUEVES,15:50:00,LATERAL,FINIQUITADO,RUTINA,COLONIA,MARGARITA SALAZAR,AVENIDA,LOPEZ MATEOS Y FUNDIDORES,"25.719442,-100.239311"
19389,2021,MARZO,2021-03-28,DOMINGO,03:05:00,ESTRELLAMIENTO  CON PROYECCION,PERITAJES,RUTINA,COLONIA,TALAVERNA C.R.O.C.,CALLE,ENRIQUE RANGEL Y  ATENEDORO COLUNGA,"25.714331,-100.222755"
22604,2021,JUNIO,2021-06-11,VIERNES,09:00:00,ALCANCE/PROYECCION,finiquitado,RUTINA,COLONIA,CUAUHTEMOC,AVENIDA,REP MEXICANA Y NOGALAR,"25.721794,-100.292232"
